character_name,traits,category
Shirley Henderson,"['is_female', 'is_actor']",Acting
Heo Sung-tae,"['is_male', 'is_actor']",Acting
Cho Yi-hyun,"['is_female', 'is_actor']",Acting
Sybil Danning,"['is_female', 'is_actor']",Acting
Brian Thompson,"['is_male', 'is_actor']",Acting
Jack Reynor,"['is_male', 'is_actor']",Acting
Stephen Root,"['is_male', 'is_actor']",Acting
Edward Norton,"['is_male', 'is_actor']",Acting
Courtney Thorne-Smith,"['is_female', 'is_actor']",Acting
Ashton Leigh,"['is_female', 'is_actor']",Acting
Jason Sudeikis,"['is_male', 'is_actor']",Acting
Yasmine Bleeth,"['is_female', 'is_actor']",Acting
Cindy Busby,"['is_female', 'is_actor']",Acting
Kevin Tighe,"['is_male', 'is_actor']",Acting
Michael Peña,"['is_male', 'is_actor']",Acting
Hilary Swank,"['is_female', 'is_actor']",Acting
William Devane,"['is_male', 'is_actor']",Acting
Abbie Cornish,"['is_female', 'is_actor']",Acting
Akari Kito,"['is_female', 'is_actor']",Acting
Asami Ogawa,"['is_female', 'is_actor']",Acting
J.K. Rowling,"['is_female', 'is_writer']",Writing
Jodelle Ferland,"['is_female', 'is_actor']",Acting
Benjamin Bratt,"['is_male', 'is_actor']",Acting
Diana Rigg,"['is_female', 'is_actor']",Acting
Ashlynn Yennie,"['is_female', 'is_actor']",Acting
Bonnie Bedelia,"['is_female', 'is_actor']",Acting
Denis Leary,"['is_male', 'is_actor']",Acting
Aras Bulut İynemli,"['is_male', 'is_actor']",Acting
Shawn Ashmore,"['is_male', 'is_actor']",Acting
Peri Baumeister,"['is_female', 'is_actor']",Acting
Peter Jackson,"['is_male', 'is_director']",Directing
Sarah Bolger,"['is_female', 'is_actor']",Acting
Patsy Kensit,"['is_female', 'is_actor']",Acting
Edgar Ramírez,"['is_male', 'is_actor']",Acting
Emily Procter,"['is_female', 'is_actor']",Acting
Sota Fukushi,"['is_male', 'is_actor']",Acting
Bridgette Wilson-Sampras,"['is_female', 'is_actor']",Acting
Telly Savalas,"['is_male', 'is_actor']",Acting
Park Min-young,"['is_female', 'is_actor']",Acting
Diora Baird,"['is_female', 'is_actor']",Acting
Dev Patel,"['is_male', 'is_actor']",Acting
Anne Dudek,"['is_female', 'is_actor']",Acting
Zoe Colletti,"['is_female', 'is_actor']",Acting
Mark Valley,"['is_male', 'is_actor']",Acting
Rhys Darby,"['is_male', 'is_actor']",Acting
Annie Wersching,"['is_female', 'is_actor']",Acting
Frankie Faison,"['is_male', 'is_actor']",Acting
Matthew McConaughey,"['is_male', 'is_actor']",Acting
Kim Bum,"['is_male', 'is_actor']",Acting
Maggie Cheung,"['is_female', 'is_actor']",Acting
Jillian Murray,"['is_female', 'is_actor']",Acting
Kurtwood Smith,"['is_male', 'is_actor']",Acting
Paul Walker,"['is_male', 'is_actor']",Acting
Michael Nouri,"['is_male', 'is_actor']",Acting
Yuliya Mayarchuk,"['is_female', 'is_actor']",Acting
Marley Shelton,"['is_female', 'is_actor']",Acting
Michael Wincott,"['is_male', 'is_actor']",Acting
Jonah Hill,"['is_male', 'is_actor']",Acting
Marisa Tomei,"['is_female', 'is_actor']",Acting
Constance Wu,"['is_female', 'is_actor']",Acting
Noah Emmerich,"['is_male', 'is_actor']",Acting
Stephen Dillane,"['is_male', 'is_actor']",Acting
Tom Pelphrey,"['is_male', 'is_actor']",Acting
Karen Robinson,"['is_female', 'is_actor']",Acting
Jerry O'Connell,"['is_male', 'is_actor']",Acting
Dar Salim,"['is_male', 'is_actor']",Acting
Park Si-yeon,"['is_female', 'is_actor']",Acting
Edwige Fenech,"['is_female', 'is_actor']",Acting
Rashmika Mandanna,"['is_female', 'is_actor']",Acting
Nititorn Akkarachotsopon,"['is_male', 'is_actor']",Acting
Kelly Brook,"['is_female', 'is_actor']",Acting
Andrew Leung,"['is_male', 'is_actor']",Acting
Peter Falk,"['is_male', 'is_actor']",Acting
Katie McGrath,"['is_female', 'is_actor']",Acting
Jessica Hecht,"['is_female', 'is_actor']",Acting
Song Kang-ho,"['is_male', 'is_actor']",Acting
Bongkoj Khongmalai,"['is_female', 'is_actor']",Acting
Hiroko Maruyama,"['is_female', 'is_actor']",Acting
Sophia Bush,"['is_female', 'is_actor']",Acting
Tamlyn Tomita,"['is_female', 'is_actor']",Acting
Caner Topçu,['is_actor'],Acting
Peri Gilpin,"['is_female', 'is_actor']",Acting
Dennis Haysbert,"['is_male', 'is_actor']",Acting
Penelope Ann Miller,"['is_female', 'is_actor']",Acting
Ray Winstone,"['is_male', 'is_actor']",Acting
Jessie Buckley,"['is_female', 'is_actor']",Acting
Paul Newman,"['is_male', 'is_actor']",Acting
Farrah Fawcett,"['is_female', 'is_actor']",Acting
Renate Reinsve,"['is_female', 'is_actor']",Acting
Matt Schulze,"['is_male', 'is_actor']",Acting
Jessica Walter,"['is_female', 'is_actor']",Acting
Jonathan Tucker,"['is_male', 'is_actor']",Acting
Molly Parker,"['is_female', 'is_actor']",Acting
Tim Burton,"['is_male', 'is_director']",Directing
Alicia Coppola,"['is_female', 'is_actor']",Acting
Kristen Connolly,"['is_female', 'is_actor']",Acting
Choo Ja-hyun,"['is_female', 'is_actor']",Acting
Brittany Snow,"['is_female', 'is_actor']",Acting
Isabelle Adjani,"['is_female', 'is_actor']",Acting
Roselyn Sánchez,"['is_female', 'is_actor']",Acting
Nastassja Kinski,"['is_female', 'is_actor']",Acting
Melissa Rauch,"['is_female', 'is_actor']",Acting
Clint Howard,"['is_male', 'is_actor']",Acting
Xu Kai,"['is_male', 'is_actor']",Acting
Kayvan Novak,"['is_male', 'is_actor']",Acting
Jessica Parker Kennedy,"['is_female', 'is_actor']",Acting
Josh Duhamel,"['is_male', 'is_actor']",Acting
Katherine Heigl,"['is_female', 'is_actor']",Acting
Cynthia Erivo,"['is_female', 'is_actor']",Acting
Noah Wyle,"['is_male', 'is_actor']",Acting
Son Ye-jin,"['is_female', 'is_actor']",Acting
Lara Pulver,"['is_female', 'is_actor']",Acting
Sarah Gadon,"['is_female', 'is_actor']",Acting
Riz Ahmed,"['is_male', 'is_actor']",Acting
Harold Ramis,"['is_male', 'is_director']",Directing
Jami Gertz,"['is_female', 'is_actor']",Acting
Charlotte Hope,"['is_female', 'is_actor']",Acting
Silke Bischoff,"['is_female', 'is_actor']",Acting
Mia Sara,"['is_female', 'is_actor']",Acting
Ji Chang-wook,"['is_male', 'is_actor']",Acting
Moon Ga-young,"['is_female', 'is_actor']",Acting
Diego Boneta,"['is_male', 'is_actor']",Acting
Cara Horgan,"['is_female', 'is_actor']",Acting
Yang Yang,"['is_male', 'is_actor']",Acting
K.J. Apa,"['is_male', 'is_actor']",Acting
D.B. Woodside,"['is_male', 'is_actor']",Acting
Hong Sae-hee,"['is_female', 'is_actor']",Acting
Song Hye-kyo,"['is_female', 'is_actor']",Acting
Aya Asahina,"['is_female', 'is_actor']",Acting
Nat Wolff,"['is_male', 'is_actor']",Acting
Darren Wang,"['is_male', 'is_actor']",Acting
Ivana Baquero,"['is_female', 'is_actor']",Acting
Victoria Pedretti,"['is_female', 'is_actor']",Acting
Emma Rigby,"['is_female', 'is_actor']",Acting
Robert Sean Leonard,"['is_male', 'is_actor']",Acting
Tim Halpin,"['is_male', 'is_actor']",Acting
Sally Hawkins,"['is_female', 'is_actor']",Acting
Kelly Preston,"['is_female', 'is_actor']",Acting
William Katt,"['is_male', 'is_actor']",Acting
Ara Mina,['is_actor'],Acting
Kristen Wiig,"['is_female', 'is_actor']",Acting
Halit Ergenç,"['is_male', 'is_actor']",Acting
Will Ferrell,"['is_male', 'is_actor']",Acting
Taro Emir Tekin,['is_actor'],Acting
Glenn Howerton,"['is_male', 'is_actor']",Acting
Michael Jeter,"['is_male', 'is_actor']",Acting
Déborah Révy,"['is_female', 'is_actor']",Acting
Betsy Brandt,"['is_female', 'is_actor']",Acting
Phoebe Tonkin,"['is_female', 'is_actor']",Acting
Michael T. Weiss,"['is_male', 'is_actor']",Acting
Marty Feldman,"['is_male', 'is_actor']",Acting
Ichikawa Somegorō VIII,"['is_male', 'is_actor']",Acting
Chris Penn,"['is_male', 'is_actor']",Acting
Jensen Ackles,"['is_male', 'is_actor']",Acting
Park Hae-jin,"['is_male', 'is_actor']",Acting
Miranda Otto,"['is_female', 'is_actor']",Acting
Luis Roberto Guzmán,"['is_male', 'is_actor']",Acting
Catherine Bell,"['is_female', 'is_actor']",Acting
Jeffrey Jones,"['is_male', 'is_actor']",Acting
Luna Blaise,"['is_female', 'is_actor']",Acting
John Stamos,"['is_male', 'is_actor']",Acting
Mike Vogel,"['is_male', 'is_actor']",Acting
Park Hyung-sik,"['is_male', 'is_actor']",Acting
Yoon Chan-young,"['is_male', 'is_actor']",Acting
Jella Haase,"['is_female', 'is_actor']",Acting
Ethan Suplee,"['is_male', 'is_actor']",Acting
Richard Ayoade,"['is_male', 'is_actor']",Acting
Jerry Stiller,"['is_male', 'is_actor']",Acting
Ella Balinska,"['is_female', 'is_actor']",Acting
Lizeth Selene,"['is_female', 'is_actor']",Acting
Kristen Wilson,"['is_female', 'is_actor']",Acting
Bel Powley,"['is_female', 'is_actor']",Acting
Ian Hart,"['is_male', 'is_actor']",Acting
John Hurt,"['is_male', 'is_actor']",Acting
Clémence Poésy,"['is_female', 'is_actor']",Acting
Elena Anaya,"['is_female', 'is_actor']",Acting
Kim Da-mi,"['is_female', 'is_actor']",Acting
Jolene Blalock,"['is_female', 'is_actor']",Acting
Spencer House,"['is_male', 'is_actor']",Acting
Seng Wichai Saefant,"['is_male', 'is_actor']",Acting
Madison Riley,"['is_female', 'is_actor']",Acting
Hannah Waddingham,"['is_female', 'is_actor']",Acting
William Baldwin,"['is_male', 'is_actor']",Acting
Emily Bett Rickards,"['is_female', 'is_actor']",Acting
Birkan Sokullu,"['is_male', 'is_actor']",Acting
Craig T. Nelson,"['is_male', 'is_actor']",Acting
Zhang Jingchu,"['is_female', 'is_actor']",Acting
Audrey Hepburn,"['is_female', 'is_actor']",Acting
Trula M. Marcus,"['is_female', 'is_actor']",Acting
Eva Amurri Martino,"['is_female', 'is_actor']",Acting
Park Kyoung-hee,"['is_female', 'is_actor']",Acting
Cerina Vincent,"['is_female', 'is_actor']",Acting
Kris Van Damme,"['is_male', 'is_actor']",Acting
Kevin Alejandro,"['is_male', 'is_actor']",Acting
Lee Dong-wook,"['is_male', 'is_actor']",Acting
Christopher Lee,"['is_male', 'is_actor']",Acting
William H. Macy,"['is_male', 'is_actor']",Acting
Stacy Martin,"['is_female', 'is_actor']",Acting
Lindsay Wagner,"['is_female', 'is_actor']",Acting
Regina Hall,"['is_female', 'is_actor']",Acting
Jang Hyuk,"['is_male', 'is_actor']",Acting
June Diane Raphael,"['is_female', 'is_actor']",Acting
Laura Harring,"['is_female', 'is_actor']",Acting
Susan Sullivan,"['is_female', 'is_actor']",Acting
Omar Epps,"['is_male', 'is_actor']",Acting
Cinthya Carmona,"['is_female', 'is_actor']",Acting
Jason Isaacs,"['is_male', 'is_actor']",Acting
Mamukkoya,"['is_male', 'is_actor']",Acting
Rob Heaps,"['is_male', 'is_actor']",Acting
Michael Beach,"['is_male', 'is_actor']",Acting
Sara Canning,"['is_female', 'is_actor']",Acting
Annette Bening,"['is_female', 'is_actor']",Acting
Mr. T,"['is_male', 'is_actor']",Acting
Morgan Saylor,"['is_female', 'is_actor']",Acting
Leanne Lapp,"['is_female', 'is_actor']",Acting
Aya Wolf,"['is_female', 'is_actor']",Acting
Jemaine Clement,"['is_male', 'is_actor']",Acting
Kathy Najimy,"['is_female', 'is_actor']",Acting
Hu Yixuan,"['is_female', 'is_actor']",Acting
Julie Bowen,"['is_female', 'is_actor']",Acting
Molly C. Quinn,"['is_female', 'is_actor']",Acting
Alp Akar,['is_actor'],Acting
Laura Vandervoort,"['is_female', 'is_actor']",Acting
Teryl Rothery,"['is_female', 'is_actor']",Acting
Javon Walton,"['is_male', 'is_actor']",Acting
John Francis Daley,"['is_male', 'is_actor']",Acting
Gary Cole,"['is_male', 'is_actor']",Acting
Damian Lewis,"['is_male', 'is_actor']",Acting
Al Jean,"['is_male', 'is_writer']",Writing
Augustus Prew,"['is_male', 'is_actor']",Acting
Bobby Cannavale,"['is_male', 'is_actor']",Acting
Alessandra Torresani,"['is_female', 'is_actor']",Acting
Paige Turco,"['is_female', 'is_actor']",Acting
Sterling Jerins,"['is_female', 'is_actor']",Acting
Harvey Scrimshaw,"['is_male', 'is_actor']",Acting
Neslihan Atagül,"['is_female', 'is_actor']",Acting
Zach Braff,"['is_male', 'is_actor']",Acting
Caity Lotz,"['is_female', 'is_actor']",Acting
Michael Stuhlbarg,"['is_male', 'is_actor']",Acting
Jayma Mays,"['is_female', 'is_actor']",Acting
Ryan Eggold,"['is_male', 'is_actor']",Acting
David Cross,"['is_male', 'is_actor']",Acting
Phoebe Dynevor,"['is_female', 'is_actor']",Acting
Kim Sun-young,"['is_female', 'is_actor']",Acting
Jeremy Allen White,"['is_male', 'is_actor']",Acting
Yıldız Çağrı Atiksoy,"['is_female', 'is_actor']",Acting
María Pedraza,"['is_female', 'is_actor']",Acting
Joseph Morgan,"['is_male', 'is_actor']",Acting
Trevor Donovan,"['is_male', 'is_actor']",Acting
Nikolaj Coster-Waldau,"['is_male', 'is_actor']",Acting
Gaia Weiss,"['is_female', 'is_actor']",Acting
Shin Hyun-bin,"['is_female', 'is_actor']",Acting
Jodie Foster,"['is_female', 'is_actor']",Acting
Jordana Lajoie,"['is_female', 'is_actor']",Acting
Rachel Cannon,"['is_female', 'is_actor']",Acting
Shioli Kutsuna,"['is_female', 'is_actor']",Acting
Toby Kebbell,"['is_male', 'is_actor']",Acting
Robert Vaughn,"['is_male', 'is_actor']",Acting
Burgess Abernethy,"['is_male', 'is_actor']",Acting
Scott Bakula,"['is_male', 'is_actor']",Acting
Zackary Arthur,"['is_male', 'is_actor']",Acting
David Caruso,"['is_male', 'is_actor']",Acting
Joan Allen,"['is_female', 'is_actor']",Acting
İbrahim Çelikkol,"['is_male', 'is_actor']",Acting
Bella Ramsey,"['is_female', 'is_actor']",Acting
Sissy Spacek,"['is_female', 'is_actor']",Acting
Liza Weil,"['is_female', 'is_actor']",Acting
Alia Bhatt,"['is_female', 'is_actor']",Acting
Olivia Munn,"['is_female', 'is_actor']",Acting
Danny Huston,"['is_male', 'is_actor']",Acting
Scott Caan,"['is_male', 'is_actor']",Acting
Irrfan Khan,"['is_male', 'is_actor']",Acting
Esther Acebo,"['is_female', 'is_actor']",Acting
Stefanie Scott,"['is_female', 'is_actor']",Acting
Charlotte Sullivan,"['is_female', 'is_actor']",Acting
Roxanne McKee,"['is_female', 'is_actor']",Acting
Cam Gigandet,"['is_male', 'is_actor']",Acting
Patrick Swayze,"['is_male', 'is_actor']",Acting
Marie Avgeropoulos,"['is_female', 'is_actor']",Acting
Elizabeth Tulloch,"['is_female', 'is_actor']",Acting
Robert Urich,"['is_male', 'is_actor']",Acting
Chelsea Peretti,"['is_female', 'is_actor']",Acting
Cliff Curtis,"['is_male', 'is_actor']",Acting
Regina King,"['is_female', 'is_actor']",Acting
Jacinda Barrett,"['is_female', 'is_actor']",Acting
David Patrick Kelly,"['is_male', 'is_actor']",Acting
John Mulaney,"['is_male', 'is_actor']",Acting
Ben Mendelsohn,"['is_male', 'is_actor']",Acting
Skylar Astin,"['is_male', 'is_actor']",Acting
Taissa Farmiga,"['is_female', 'is_actor']",Acting
Jasmine Trinca,"['is_female', 'is_actor']",Acting
Henry Silva,"['is_male', 'is_actor']",Acting
Tom 'Tiny' Lister Jr.,"['is_male', 'is_actor']",Acting
Tamari Dunbar,"['is_female', 'is_actor']",Acting
Alice Kremelberg,"['is_female', 'is_actor']",Acting
Kristy Swanson,"['is_female', 'is_actor']",Acting
Eugenio Derbez,"['is_male', 'is_actor']",Acting
Tenoch Huerta,"['is_male', 'is_actor']",Acting
Sean de Guzman,"['is_male', 'is_actor']",Acting
Julia Jones,"['is_female', 'is_actor']",Acting
Uzo Aduba,"['is_female', 'is_actor']",Acting
Eliza Taylor,"['is_female', 'is_actor']",Acting
Matt Lintz,"['is_male', 'is_actor']",Acting
Marco Ilsø,"['is_male', 'is_actor']",Acting
Merritt Patterson,"['is_female', 'is_actor']",Acting
Park Hae-soo,"['is_male', 'is_actor']",Acting
Saori Hayami,"['is_female', 'is_actor']",Acting
Clare Higgins,"['is_female', 'is_actor']",Acting
Park Hoon,"['is_male', 'is_actor']",Acting
Julia Louis-Dreyfus,"['is_female', 'is_actor']",Acting
Steven Strait,"['is_male', 'is_actor']",Acting
Tamara Taylor,"['is_female', 'is_actor']",Acting
Sarah Michelle Gellar,"['is_female', 'is_actor']",Acting
Julianne Nicholson,"['is_female', 'is_actor']",Acting
Charlie Shotwell,"['is_male', 'is_actor']",Acting
Bill Bixby,"['is_male', 'is_actor']",Acting
Stephen Baldwin,"['is_male', 'is_actor']",Acting
Jinnie Jaz,['is_actor'],Acting
James Cromwell,"['is_male', 'is_actor']",Acting
Jack Davenport,"['is_male', 'is_actor']",Acting
Patrick Dempsey,"['is_male', 'is_actor']",Acting
Olivia Morris,"['is_female', 'is_actor']",Acting
Sarita Choudhury,"['is_female', 'is_actor']",Acting
Gina Philips,"['is_female', 'is_actor']",Acting
Melisa Döngel,"['is_female', 'is_actor']",Acting
Juliette Lewis,"['is_female', 'is_actor']",Acting
Manny Jacinto,"['is_male', 'is_actor']",Acting
Fred Hechinger,"['is_male', 'is_actor']",Acting
Zachary Quinto,"['is_male', 'is_actor']",Acting
Marika Lagercrantz,"['is_female', 'is_actor']",Acting
Rebel Wilson,"['is_female', 'is_actor']",Acting
Caitríona Balfe,"['is_female', 'is_actor']",Acting
Rachelle Lefevre,"['is_female', 'is_actor']",Acting
Brian Bloom,"['is_male', 'is_actor']",Acting
Robert Carlyle,"['is_male', 'is_actor']",Acting
Kim Ji-yeon-III,"['is_female', 'is_actor']",Acting
Kris Wu,"['is_male', 'is_actor']",Acting
Doris Roberts,"['is_female', 'is_actor']",Acting
John Macmillan,"['is_male', 'is_actor']",Acting
Priah Ferguson,"['is_female', 'is_actor']",Acting
Ng Man-tat,"['is_male', 'is_actor']",Acting
Kirby Howell-Baptiste,"['is_female', 'is_actor']",Acting
Phil LaMarr,"['is_male', 'is_actor']",Acting
Catherine McCormack,"['is_female', 'is_actor']",Acting
Suzanne Pleshette,"['is_female', 'is_actor']",Acting
Megan Park,"['is_female', 'is_actor']",Acting
Priyanka Chopra Jonas,"['is_female', 'is_actor']",Acting
Penn Badgley,"['is_male', 'is_actor']",Acting
Doug Savant,"['is_male', 'is_actor']",Acting
Margaret Colin,"['is_female', 'is_actor']",Acting
Drew Scheid,"['is_male', 'is_actor']",Acting
Rupert Everett,"['is_male', 'is_actor']",Acting
Debra Wilson,"['is_female', 'is_actor']",Acting
Sean Gunn,"['is_male', 'is_actor']",Acting
Freddie Wise,"['is_male', 'is_actor']",Acting
Jaime King,"['is_female', 'is_actor']",Acting
Guli Nazha,"['is_female', 'is_actor']",Acting
Ida Engvoll,"['is_female', 'is_actor']",Acting
Cole Sprouse,"['is_male', 'is_actor']",Acting
Terence Stamp,"['is_male', 'is_actor']",Acting
Moses Ingram,"['is_female', 'is_actor']",Acting
Harvey Keitel,"['is_male', 'is_actor']",Acting
Rose McIver,"['is_female', 'is_actor']",Acting
Jake Busey,"['is_male', 'is_actor']",Acting
Josh Segarra,"['is_male', 'is_actor']",Acting
CCH Pounder,"['is_female', 'is_actor']",Acting
Elizabeth Banks,"['is_female', 'is_actor']",Acting
Mathilda May,"['is_female', 'is_actor']",Acting
Ruth Gemmell,"['is_female', 'is_actor']",Acting
Park Hee-soon,"['is_male', 'is_actor']",Acting
Keesha Sharp,"['is_female', 'is_actor']",Acting
David S. Goyer,"['is_male', 'is_writer']",Writing
Anu Sinisalo,"['is_female', 'is_actor']",Acting
Helena Mattsson,"['is_female', 'is_actor']",Acting
Chandler Kinney,"['is_female', 'is_actor']",Acting
Matt Berry,"['is_male', 'is_actor']",Acting
Brandon Flynn,"['is_male', 'is_actor']",Acting
Iddo Goldberg,"['is_male', 'is_actor']",Acting
Mary Lynn Rajskub,"['is_female', 'is_actor']",Acting
Hayley Mills,"['is_female', 'is_actor']",Acting
Adam Brody,"['is_male', 'is_actor']",Acting
Lolo Ferrari,"['is_female', 'is_actor']",Acting
Chin Siu-Ho,"['is_male', 'is_actor']",Acting
David O'Hara,"['is_male', 'is_actor']",Acting
Perdita Weeks,"['is_female', 'is_actor']",Acting
Han Seok-bong,"['is_male', 'is_actor']",Acting
Sayoko Nakajima,"['is_female', 'is_actor']",Acting
B. J. Novak,"['is_male', 'is_actor']",Acting
Naomi Tan,"['is_female', 'is_actor']",Acting
Mena Massoud,"['is_male', 'is_actor']",Acting
Ekin Mert Daymaz,['is_actor'],Acting
Albert Brooks,"['is_male', 'is_actor']",Acting
Ingrid Bolsø Berdal,"['is_female', 'is_actor']",Acting
Rowan Blanchard,"['is_female', 'is_actor']",Acting
James Garner,"['is_male', 'is_actor']",Acting
Alec Baldwin,"['is_male', 'is_actor']",Acting
Sophia Tatum,"['is_female', 'is_actor']",Acting
Alanna Ubach,"['is_female', 'is_actor']",Acting
Siobhan Williams,"['is_female', 'is_actor']",Acting
Holliday Grainger,"['is_female', 'is_actor']",Acting
Ted Cassidy,"['is_male', 'is_actor']",Acting
Montana Jordan,"['is_male', 'is_actor']",Acting
John Cho,"['is_male', 'is_actor']",Acting
Victoria Pratt,"['is_female', 'is_actor']",Acting
Brittany Ashton Holmes,"['is_female', 'is_actor']",Acting
Ji An,"['is_female', 'is_actor']",Acting
