character_name,traits,category
Moisés Arizmendi,"['is_male', 'is_actor']",Acting
Ingrid Pitt,"['is_female', 'is_actor']",Acting
Dori Sakurada,"['is_male', 'is_actor']",Acting
Talitha Luke-Eardley,"['is_female', 'is_actor']",Acting
Anne Baxter,"['is_female', 'is_actor']",Acting
James Callis,"['is_male', 'is_actor']",Acting
Olgun Toker,"['is_male', 'is_actor']",Acting
Joel McHale,"['is_male', 'is_actor']",Acting
Stefania Sandrelli,"['is_female', 'is_actor']",Acting
J. A. Bayona,"['is_male', 'is_director']",Directing
Pej Vahdat,"['is_male', 'is_actor']",Acting
Angus Sampson,"['is_male', 'is_actor']",Acting
Ione Skye,"['is_female', 'is_actor']",Acting
Evan Jones,"['is_male', 'is_actor']",Acting
Sofia Black-D'Elia,"['is_female', 'is_actor']",Acting
Andrea Brooks,"['is_female', 'is_actor']",Acting
Connor Swindells,"['is_male', 'is_actor']",Acting
Andrew Koji,"['is_male', 'is_actor']",Acting
Matt Frewer,"['is_male', 'is_actor']",Acting
Jeffrey Donovan,"['is_male', 'is_actor']",Acting
Ben Robson,"['is_male', 'is_actor']",Acting
Paula Beer,"['is_female', 'is_actor']",Acting
Donatella Damiani,"['is_female', 'is_actor']",Acting
James Read,"['is_male', 'is_actor']",Acting
Brandon De Wilde,"['is_male', 'is_actor']",Acting
Michael Paré,"['is_male', 'is_actor']",Acting
Justin Whalin,"['is_male', 'is_actor']",Acting
Jo Han-chul,"['is_male', 'is_actor']",Acting
Natalie Dreyfuss,"['is_female', 'is_actor']",Acting
Chris Collins,"['is_male', 'is_actor']",Acting
Jordana Spiro,"['is_female', 'is_actor']",Acting
Jack Lord,"['is_male', 'is_actor']",Acting
Wayne Newton,"['is_male', 'is_actor']",Acting
Victoria Cartagena,"['is_female', 'is_actor']",Acting
Tad Hilgenbrink,"['is_male', 'is_actor']",Acting
Jeon Mi-seon,"['is_female', 'is_actor']",Acting
Carl J. Matusovich,"['is_male', 'is_actor']",Acting
Bradford May,"['is_male', 'is_director']",Directing
Lucía Díez,"['is_female', 'is_actor']",Acting
Jung Yu-mi,"['is_female', 'is_actor']",Acting
Levi Miller,"['is_male', 'is_actor']",Acting
Morris Chestnut,"['is_male', 'is_actor']",Acting
Sala Baker,"['is_male', 'is_actor']",Acting
James Shigeta,"['is_male', 'is_actor']",Acting
Anthony Wong,"['is_male', 'is_actor']",Acting
Greg Grunberg,"['is_male', 'is_actor']",Acting
Daniela Ruah,"['is_female', 'is_actor']",Acting
Sus Wilkins,"['is_female', 'is_actor']",Acting
Steve Oedekerk,"['is_male', 'is_writer']",Writing
Stephen Huszar,"['is_male', 'is_actor']",Acting
Gia Carides,"['is_female', 'is_actor']",Acting
Mehcad Brooks,"['is_male', 'is_actor']",Acting
Danish Taimoor,"['is_male', 'is_actor']",Acting
Garette Ratliff Henson,"['is_male', 'is_actor']",Acting
Kiele Sanchez,"['is_female', 'is_actor']",Acting
Lee Meriwether,"['is_female', 'is_actor']",Acting
Natalie Morales,"['is_female', 'is_actor']",Acting
Ebon Moss-Bachrach,"['is_male', 'is_actor']",Acting
Donna W. Scott,"['is_female', 'is_actor']",Acting
Sofia Pernas,"['is_female', 'is_actor']",Acting
Pyotr Fyodorov,"['is_male', 'is_actor']",Acting
Maria Grazia Cucinotta,"['is_female', 'is_actor']",Acting
Lora Martinez-Cunningham,"['is_female', 'is_actor']",Acting
Daniel Henney,"['is_male', 'is_actor']",Acting
Jessica Madsen,"['is_female', 'is_actor']",Acting
Ryan Grantham,"['is_male', 'is_actor']",Acting
Elise Schaap,"['is_female', 'is_actor']",Acting
Jean Sorel,"['is_male', 'is_actor']",Acting
Tom Butler,"['is_male', 'is_actor']",Acting
Lola Glaudini,"['is_female', 'is_actor']",Acting
Mohamed Farag,"['is_male', 'is_actor']",Acting
Eva Huang,"['is_female', 'is_actor']",Acting
Yum Jung-ah,"['is_female', 'is_actor']",Acting
Rakhee Thakrar,"['is_female', 'is_actor']",Acting
Bae Soo-bin,"['is_male', 'is_actor']",Acting
Ximena Romo,"['is_female', 'is_actor']",Acting
Oz Perkins,"['is_male', 'is_actor']",Acting
Nikolaj Lie Kaas,"['is_male', 'is_actor']",Acting
Joe Wilkinson,"['is_male', 'is_actor']",Acting
Bong Tae-gyu,"['is_male', 'is_actor']",Acting
Glenn Close,"['is_female', 'is_actor']",Acting
Julie Ann Emery,"['is_female', 'is_actor']",Acting
Brooklyn Decker,"['is_female', 'is_actor']",Acting
Ed Asner,"['is_male', 'is_actor']",Acting
Russell Hornsby,"['is_male', 'is_actor']",Acting
Michelle Jenner,"['is_female', 'is_actor']",Acting
Bárbara Lennie,"['is_female', 'is_actor']",Acting
Charles Napier,"['is_male', 'is_actor']",Acting
Ju Jingyi,"['is_female', 'is_actor']",Acting
Danielle Brooks,"['is_female', 'is_actor']",Acting
Kyle Gallner,"['is_male', 'is_actor']",Acting
Bradley Whitford,"['is_male', 'is_actor']",Acting
Stephanie Amarell,"['is_female', 'is_actor']",Acting
Hanna Binke,"['is_female', 'is_actor']",Acting
Kengo Kora,"['is_male', 'is_actor']",Acting
Minami Hamabe,"['is_female', 'is_actor']",Acting
Takahiro Sakurai,"['is_male', 'is_actor']",Acting
Hill Harper,"['is_male', 'is_actor']",Acting
Bong Joon-ho,"['is_male', 'is_director']",Directing
Linda Evans,"['is_female', 'is_actor']",Acting
Sophia Di Martino,"['is_female', 'is_actor']",Acting
John Cena,"['is_male', 'is_actor']",Acting
Ruth Negga,"['is_female', 'is_actor']",Acting
Jenny Scordamaglia,"['is_female', 'is_actor']",Acting
Rika Izumi,"['is_female', 'is_actor']",Acting
Dana Ashbrook,"['is_male', 'is_actor']",Acting
Oh Eui-sik,"['is_male', 'is_actor']",Acting
Jesse Williams,"['is_male', 'is_actor']",Acting
Charlotte Lewis,"['is_female', 'is_actor']",Acting
Maddie Hasson,"['is_female', 'is_actor']",Acting
Christopher Reeve,"['is_male', 'is_actor']",Acting
Jessica Tandy,"['is_female', 'is_actor']",Acting
Alonna Shaw,"['is_female', 'is_actor']",Acting
Nanon Korapat Kirdpan,"['is_male', 'is_actor']",Acting
Michael Crichton,"['is_male', 'is_writer']",Writing
Nittha Jirayungyurn,"['is_female', 'is_actor']",Acting
Katelyn Nacon,"['is_female', 'is_actor']",Acting
Wayne Rogers,"['is_male', 'is_actor']",Acting
Fares Fares,"['is_male', 'is_actor']",Acting
Yoon Ji-on,"['is_male', 'is_actor']",Acting
Chloe Coleman,"['is_female', 'is_actor']",Acting
Kristina Lilley,"['is_female', 'is_actor']",Acting
Vanessa Ray,"['is_female', 'is_actor']",Acting
Julie Newmar,"['is_female', 'is_actor']",Acting
George Carlin,"['is_male', 'is_actor']",Acting
Alara Bozbey,"['is_female', 'is_actor']",Acting
Hande Ataizi,"['is_female', 'is_actor']",Acting
Stephanie Bennett,"['is_female', 'is_actor']",Acting
David Haydn-Jones,"['is_male', 'is_actor']",Acting
Ludovica Martino,"['is_female', 'is_actor']",Acting
Kyle Bornheimer,"['is_male', 'is_actor']",Acting
Max Casella,"['is_male', 'is_actor']",Acting
Rorelee Tio,"['is_female', 'is_actor']",Acting
Chelcie Ross,"['is_male', 'is_actor']",Acting
Dan Jeannotte,"['is_male', 'is_actor']",Acting
Yukari Tamura,"['is_female', 'is_actor']",Acting
Darrell D'Silva,"['is_male', 'is_actor']",Acting
Sai Bennett,"['is_female', 'is_actor']",Acting
Austin Stowell,"['is_male', 'is_actor']",Acting
Larry Hankin,"['is_male', 'is_actor']",Acting
Troian Bellisario,"['is_female', 'is_actor']",Acting
Booboo Stewart,"['is_male', 'is_actor']",Acting
Jodi Benson,"['is_female', 'is_actor']",Acting
Marguerite Moreau,"['is_female', 'is_actor']",Acting
Rob Cohen,"['is_male', 'is_director']",Directing
Galina Bezruk,"['is_female', 'is_actor']",Acting
Marcello Mastroianni,"['is_male', 'is_actor']",Acting
Filiz Ahmet,"['is_female', 'is_actor']",Acting
Tom Yi,"['is_male', 'is_actor']",Acting
Stephen Tobolowsky,"['is_male', 'is_actor']",Acting
Park So-dam,"['is_female', 'is_actor']",Acting
Ruth Connell,"['is_female', 'is_actor']",Acting
Jo Jae-yoon,"['is_male', 'is_actor']",Acting
Froy Gutierrez,"['is_male', 'is_actor']",Acting
Ty Burrell,"['is_male', 'is_actor']",Acting
Jung Woo-sung,"['is_male', 'is_actor']",Acting
Amanda Plummer,"['is_female', 'is_actor']",Acting
Aisha Dee,"['is_female', 'is_actor']",Acting
Joanna Christie,"['is_female', 'is_actor']",Acting
Camilla Arfwedson,"['is_female', 'is_actor']",Acting
Chris Weitz,"['is_male', 'is_producer']",Production
Adelaide Kane,"['is_female', 'is_actor']",Acting
Laila Lockhart Kraner,"['is_female', 'is_actor']",Acting
Noriko Iriyama,"['is_female', 'is_actor']",Acting
Ethan Embry,"['is_male', 'is_actor']",Acting
Huang Xiaolei,"['is_female', 'is_actor']",Acting
Tom Hughes,"['is_male', 'is_actor']",Acting
Kristin Chenoweth,"['is_female', 'is_actor']",Acting
Austin Abrams,"['is_male', 'is_actor']",Acting
Olga Dibtseva,"['is_female', 'is_actor']",Acting
Warren Beatty,"['is_male', 'is_actor']",Acting
Isla Johnston,"['is_female', 'is_actor']",Acting
Harry Shum Jr.,"['is_male', 'is_actor']",Acting
Hana Hayes,"['is_female', 'is_actor']",Acting
Dennis Boutsikaris,"['is_male', 'is_actor']",Acting
Natalee Linez,"['is_female', 'is_actor']",Acting
Peter van Eyck,"['is_male', 'is_actor']",Acting
Colin Woodell,"['is_male', 'is_actor']",Acting
Erland van Lidth,"['is_male', 'is_actor']",Acting
Emory Cohen,"['is_male', 'is_actor']",Acting
Tracie Thoms,"['is_female', 'is_actor']",Acting
Hande Doğandemir,"['is_female', 'is_actor']",Acting
Nicole de Boer,"['is_female', 'is_actor']",Acting
Danny Ramirez,"['is_male', 'is_actor']",Acting
Cecilia Cheung,"['is_female', 'is_actor']",Acting
Scott Cohen,"['is_male', 'is_actor']",Acting
Jeffrey DeMunn,"['is_male', 'is_actor']",Acting
Olivia Hussey,"['is_female', 'is_actor']",Acting
Kate Dickie,"['is_female', 'is_actor']",Acting
Adam Sevani,"['is_male', 'is_actor']",Acting
Tony Leung Ka-fai,"['is_male', 'is_actor']",Acting
Agatha Christie,"['is_female', 'is_writer']",Writing
Claire Skinner,"['is_female', 'is_actor']",Acting
Odessa Young,"['is_female', 'is_actor']",Acting
Ria De Simone,"['is_female', 'is_actor']",Acting
June Lockhart,"['is_female', 'is_actor']",Acting
Byron Mann,"['is_male', 'is_actor']",Acting
Claudia Jessie,"['is_female', 'is_actor']",Acting
Sarah Greene,"['is_female', 'is_actor']",Acting
Con O'Neill,"['is_male', 'is_actor']",Acting
Hamish Linklater,"['is_male', 'is_actor']",Acting
Elon Musk,"['is_male', 'is_actor']",Acting
Joel Kim Booster,"['is_male', 'is_actor']",Acting
Angus McLaren,"['is_male', 'is_actor']",Acting
Maud Winchester,"['is_female', 'is_actor']",Acting
Martina Cariddi,"['is_female', 'is_actor']",Acting
Ok Ja-yeon,"['is_female', 'is_actor']",Acting
Hiro Kanagawa,"['is_male', 'is_actor']",Acting
Tatsuya Fuji,"['is_male', 'is_actor']",Acting
John Lithgow,"['is_male', 'is_actor']",Acting
Sonia Agarwal,"['is_female', 'is_actor']",Acting
Joe Anoa'i,"['is_male', 'is_actor']",Acting
Lysette Anthony,"['is_female', 'is_actor']",Acting
Debbie Harry,"['is_female', 'is_actor']",Acting
Arnas Fedaravicius,['is_actor'],Acting
Kate Phillips,"['is_female', 'is_actor']",Acting
Foei Patara Eksangkul,"['is_male', 'is_actor']",Acting
Rashmi Agdekar,"['is_female', 'is_actor']",Acting
Zoe Lister-Jones,"['is_female', 'is_actor']",Acting
Lee Sung-kyung,"['is_female', 'is_actor']",Acting
Leila Arcieri,"['is_female', 'is_actor']",Acting
Cloris Leachman,"['is_female', 'is_actor']",Acting
Madonna,"['is_female', 'is_actor']",Acting
Kal Penn,"['is_male', 'is_actor']",Acting
Ron Howard,"['is_male', 'is_director']",Directing
Guo Tong Tong,"['is_female', 'is_actor']",Acting
Julia Nickson,"['is_female', 'is_actor']",Acting
Begoña Narváez,"['is_female', 'is_actor']",Acting
Christina Cole,"['is_female', 'is_actor']",Acting
Ece Yasar,"['is_female', 'is_actor']",Acting
Yuliia Sobol,"['is_female', 'is_actor']",Acting
Chris Geere,"['is_male', 'is_actor']",Acting
Joanne Kelly,"['is_female', 'is_actor']",Acting
Tiffany Taubman,"['is_female', 'is_actor']",Acting
Tait Fletcher,"['is_male', 'is_actor']",Acting
Kwong Wa,"['is_male', 'is_actor']",Acting
Monique Gabriela Curnen,"['is_female', 'is_actor']",Acting
Beverley Mitchell,"['is_female', 'is_actor']",Acting
Kim Jung-nan,"['is_female', 'is_actor']",Acting
Rosanna DeSoto,"['is_female', 'is_actor']",Acting
Génesis Rodríguez,"['is_female', 'is_actor']",Acting
Alex Reid,"['is_female', 'is_actor']",Acting
Zack Ward,"['is_male', 'is_actor']",Acting
Julie Kavner,"['is_female', 'is_actor']",Acting
Zhou Yutong,"['is_female', 'is_actor']",Acting
Tiera Skovbye,"['is_female', 'is_actor']",Acting
Vanessa Ferlito,"['is_female', 'is_actor']",Acting
Marci T. House,"['is_female', 'is_actor']",Acting
Vladimir Raiman,"['is_male', 'is_actor']",Acting
Riho Takada,"['is_female', 'is_actor']",Acting
Eiji Akaso,"['is_male', 'is_actor']",Acting
Mitsuki Saiga,"['is_female', 'is_actor']",Acting
Clare-Hope Ashitey,"['is_female', 'is_actor']",Acting
Necar Zadegan,"['is_female', 'is_actor']",Acting
Lee Young-ae,"['is_female', 'is_actor']",Acting
Ahn Kil-kang,"['is_male', 'is_actor']",Acting
James Pickens Jr.,"['is_male', 'is_actor']",Acting
Ruth Kearney,"['is_female', 'is_actor']",Acting
Sadie Calvano,"['is_female', 'is_actor']",Acting
Rob Minkoff,"['is_male', 'is_director']",Directing
Terry Serpico,"['is_male', 'is_actor']",Acting
Loryn Locklin,"['is_female', 'is_actor']",Acting
Kim Hye-jun,"['is_female', 'is_actor']",Acting
Lim Ju-hwan,"['is_male', 'is_actor']",Acting
Traci Dinwiddie,"['is_female', 'is_actor']",Acting
Bob Peck,"['is_male', 'is_actor']",Acting
Ayaka Asai,"['is_female', 'is_actor']",Acting
Rebecca Front,"['is_female', 'is_actor']",Acting
Shin Sung-rok,"['is_male', 'is_actor']",Acting
Kristofer Hivju,"['is_male', 'is_actor']",Acting
Kim Suzanne Engelbrecht,"['is_female', 'is_actor']",Acting
Quim Gutiérrez,"['is_male', 'is_actor']",Acting
Vincent Larusso,['is_actor'],Acting
John Posey,"['is_male', 'is_actor']",Acting
Chris Parnell,"['is_male', 'is_actor']",Acting
Ye Qing,"['is_female', 'is_actor']",Acting
Meghan Ory,"['is_female', 'is_actor']",Acting
Donald Cerrone,"['is_male', 'is_actor']",Acting
Nao Omori,"['is_male', 'is_actor']",Acting
Aaron Altaras,"['is_male', 'is_actor']",Acting
Merve Dizdar,"['is_female', 'is_actor']",Acting
Kim Gyu-ri,"['is_female', 'is_actor']",Acting
Yuji Ueda,"['is_male', 'is_actor']",Acting
Gustav Lindh,"['is_male', 'is_actor']",Acting
Ophelia Lovibond,"['is_female', 'is_actor']",Acting
Natasha O'Keeffe,"['is_female', 'is_actor']",Acting
Esme Creed-Miles,"['is_female', 'is_actor']",Acting
David Lain Baker,"['is_male', 'is_actor']",Acting
Barry Watson,"['is_male', 'is_actor']",Acting
Ricardo Montalban,"['is_male', 'is_actor']",Acting
Chingmy Yau,"['is_female', 'is_actor']",Acting
Jeff Kober,"['is_male', 'is_actor']",Acting
Eric Brown,"['is_male', 'is_actor']",Acting
Catalina Sandino Moreno,"['is_female', 'is_actor']",Acting
Adrian Pasdar,"['is_male', 'is_actor']",Acting
Don Michael Paul,"['is_male', 'is_writer']",Writing
Julia Butters,"['is_female', 'is_actor']",Acting
Harry Dean Stanton,"['is_male', 'is_actor']",Acting
Mark Ghanimé,"['is_male', 'is_actor']",Acting
Karine Vanasse,"['is_female', 'is_actor']",Acting
Harriet Walter,"['is_female', 'is_actor']",Acting
Iman,"['is_female', 'is_actor']",Acting
Brett Zimmerman,"['is_male', 'is_actor']",Acting
Christine Elise,"['is_female', 'is_actor']",Acting
Fabian McCallum,['is_actor'],Acting
Kavan Smith,"['is_male', 'is_actor']",Acting
Richard E. Grant,"['is_male', 'is_actor']",Acting
Rachael Bella,"['is_female', 'is_actor']",Acting
Pınar Deniz,"['is_female', 'is_actor']",Acting
Anthony Anderson,"['is_male', 'is_actor']",Acting
Alex Dimitriades,"['is_male', 'is_actor']",Acting
Alan Rosenberg,"['is_male', 'is_actor']",Acting
Kubilay Aka,"['is_male', 'is_actor']",Acting
Edi Gathegi,"['is_male', 'is_actor']",Acting
Lenny Von Dohlen,"['is_male', 'is_actor']",Acting
Matthew Perry,"['is_male', 'is_actor']",Acting
Tolgahan Sayışman,"['is_male', 'is_actor']",Acting
Kenny Wormald,"['is_male', 'is_actor']",Acting
David Denman,"['is_male', 'is_actor']",Acting
Nasir Uddin Khan,"['is_male', 'is_actor']",Acting
Sukollawat Kanarot,"['is_male', 'is_actor']",Acting
Rie Takahashi,"['is_female', 'is_actor']",Acting
Agostina Bettinelli,"['is_female', 'is_actor']",Acting
Natalya Varley,"['is_female', 'is_actor']",Acting
Cherie Lunghi,"['is_female', 'is_actor']",Acting
Sarah McLeod,"['is_female', 'is_actor']",Acting
Zoe Chao,"['is_female', 'is_actor']",Acting
Gabriel Iglesias,"['is_male', 'is_actor']",Acting
Lucinta Luna,['is_actor'],Acting
Luisa d'Oliveira,"['is_female', 'is_actor']",Acting
Oksana Akinshina,"['is_female', 'is_actor']",Acting
Robert Pastorelli,"['is_male', 'is_actor']",Acting
Virna Lisi,"['is_female', 'is_actor']",Acting
Jake Johnson,"['is_male', 'is_actor']",Acting
George Gaynes,"['is_male', 'is_actor']",Acting
Tyrel Jackson Williams,"['is_male', 'is_actor']",Acting
Jason Butler Harner,"['is_male', 'is_actor']",Acting
Susan Walters,"['is_female', 'is_actor']",Acting
Isa Montalbán,"['is_female', 'is_actor']",Acting
Joe Pingue,"['is_male', 'is_actor']",Acting
Do Ji-han,"['is_male', 'is_actor']",Acting
Kanata Hongo,"['is_male', 'is_actor']",Acting
Vanessa-Mae,"['is_female', 'is_actor']",Acting
Patricia Heaton,"['is_female', 'is_actor']",Acting
Lucy DeVito,"['is_female', 'is_actor']",Acting
Dax Shepard,"['is_male', 'is_actor']",Acting
Celina Jade,"['is_female', 'is_actor']",Acting
Jeremy Piven,"['is_male', 'is_actor']",Acting
Brett Tucker,"['is_male', 'is_actor']",Acting
Maitreyi Ramakrishnan,"['is_female', 'is_actor']",Acting
Carlos Valdes,"['is_male', 'is_actor']",Acting
Gina McKee,"['is_female', 'is_actor']",Acting
Eloise Webb,['is_actor'],Acting
Talitha Bateman,"['is_female', 'is_actor']",Acting
Don Rickles,"['is_male', 'is_actor']",Acting
Ava Russo,"['is_female', 'is_actor']",Acting
Zhang Yuxi,"['is_female', 'is_actor']",Acting
Murat Aygen,['is_actor'],Acting
Jenny O'Hara,"['is_female', 'is_actor']",Acting
Julie Kendall,"['is_female', 'is_actor']",Acting
Lee Si-young,"['is_female', 'is_actor']",Acting
Risa Onodera,"['is_female', 'is_actor']",Acting
Courtney Hope,"['is_female', 'is_actor']",Acting
Julian Ovenden,"['is_male', 'is_actor']",Acting
Koo Hye-sun,"['is_female', 'is_actor']",Acting
Luisa Ranieri,"['is_female', 'is_actor']",Acting
Jean-Luc Godard,"['is_male', 'is_director']",Directing
Seo Hyun-jin,"['is_female', 'is_actor']",Acting
Barbara Hershey,"['is_female', 'is_actor']",Acting
Francis Ford Coppola,"['is_male', 'is_director']",Directing
Chosen Jacobs,"['is_male', 'is_actor']",Acting
Jack Whitehall,"['is_male', 'is_actor']",Acting
Tom Bower,"['is_male', 'is_actor']",Acting
Andrew Robinson,"['is_male', 'is_actor']",Acting
Patrick Ferrell,['is_actor'],Acting
Nicole DeHuff,"['is_female', 'is_actor']",Acting
Yvonne Craig,"['is_female', 'is_actor']",Acting
Piper Laurie,"['is_female', 'is_actor']",Acting
David Kross,"['is_male', 'is_actor']",Acting
Tony Goldwyn,"['is_male', 'is_actor']",Acting
Gong Seung-yeon,"['is_female', 'is_actor']",Acting
Jonathan Lipnicki,"['is_male', 'is_actor']",Acting
Sarah Carter,"['is_female', 'is_actor']",Acting
Joel Tobeck,"['is_male', 'is_actor']",Acting
Emi Takei,"['is_female', 'is_actor']",Acting
Max Ryan,"['is_male', 'is_actor']",Acting
Daniel Stisen,"['is_male', 'is_actor']",Acting
Frank Langella,"['is_male', 'is_actor']",Acting
Dylan McDermott,"['is_male', 'is_actor']",Acting
Michael Schoeffling,"['is_male', 'is_actor']",Acting
Nick Jonas,"['is_male', 'is_actor']",Acting
Sarah Jones,"['is_female', 'is_actor']",Acting
Paulina Andreeva,"['is_female', 'is_actor']",Acting
Earl Boen,"['is_male', 'is_actor']",Acting
Tamara Smart,"['is_female', 'is_actor']",Acting
Dali Benssalah,"['is_male', 'is_actor']",Acting
Velizar Peev,"['is_male', 'is_actor']",Acting
Keith Powers,"['is_male', 'is_actor']",Acting
Michael Michele,"['is_female', 'is_actor']",Acting
Todd Field,"['is_male', 'is_actor']",Acting
Eric Masip,['is_actor'],Acting
Daniella Kertesz,"['is_female', 'is_actor']",Acting
Lars Ranthe,"['is_male', 'is_actor']",Acting
Raúl Méndez,"['is_male', 'is_actor']",Acting
Arthur Roberts,"['is_male', 'is_actor']",Acting
Jennifer Lopez,"['is_female', 'is_actor']",Acting
Natacha Karam,"['is_female', 'is_actor']",Acting
Michael Ealy,"['is_male', 'is_actor']",Acting
Dayton Callie,"['is_male', 'is_actor']",Acting
Rob Zombie,"['is_male', 'is_actor']",Acting
Tang Yixin,"['is_female', 'is_actor']",Acting
Bette Davis,"['is_female', 'is_actor']",Acting
Aisling Franciosi,"['is_female', 'is_actor']",Acting
Eliza Bennett,"['is_female', 'is_actor']",Acting
Romi Park,"['is_female', 'is_actor']",Acting
Amber Tamblyn,"['is_female', 'is_actor']",Acting
Josefine Frida Pettersen,"['is_female', 'is_actor']",Acting
Jordan Fisher,"['is_male', 'is_actor']",Acting
Lorenza Izzo,"['is_female', 'is_actor']",Acting
Jeremy Irvine,"['is_male', 'is_actor']",Acting
Kim Jae-young,"['is_male', 'is_actor']",Acting
Sarah Emi Bridcutt,"['is_female', 'is_actor']",Acting
Anna Raadsveld,['is_actor'],Acting
Kim Gyu-ri,"['is_female', 'is_actor']",Acting
Vicki Lewis,"['is_female', 'is_actor']",Acting
Gracie Dzienny,"['is_female', 'is_actor']",Acting
Joseph Kosinski,"['is_male', 'is_director']",Directing
John Saxon,"['is_male', 'is_actor']",Acting
Peter Coyote,"['is_male', 'is_actor']",Acting
Bill Cobbs,"['is_male', 'is_actor']",Acting
Heidi Swedberg,"['is_female', 'is_actor']",Acting
Masaki Okada,"['is_male', 'is_actor']",Acting
Anne Parillaud,"['is_female', 'is_actor']",Acting
Anna Yamada,"['is_female', 'is_actor']",Acting
Varada Sethu,"['is_female', 'is_actor']",Acting
Naomi Tani,"['is_female', 'is_actor']",Acting
Sinem Ünsal,"['is_female', 'is_actor']",Acting
Fiona Dolman,"['is_female', 'is_actor']",Acting
Bruce Leung Siu-Lung,"['is_male', 'is_actor']",Acting
Pamela Reed,"['is_female', 'is_actor']",Acting
Kim Nam-gil,"['is_male', 'is_actor']",Acting
Royce Pierreson,"['is_male', 'is_actor']",Acting
Kim Hye-eun,"['is_female', 'is_actor']",Acting
Margaret Avery,"['is_female', 'is_actor']",Acting
Aslıhan Malbora,"['is_female', 'is_actor']",Acting
Julia Ragnarsson,"['is_female', 'is_actor']",Acting
Katrina Kaif,"['is_female', 'is_actor']",Acting
Mone Kamishiraishi,"['is_female', 'is_actor']",Acting
Miu Tomita,"['is_female', 'is_actor']",Acting
Lucie Guest,"['is_female', 'is_actor']",Acting
Ahn Jae-hyun,"['is_male', 'is_actor']",Acting
Jason Hughes,"['is_male', 'is_actor']",Acting
Irina Starshenbaum,"['is_female', 'is_actor']",Acting
Grace Park,"['is_female', 'is_actor']",Acting
Tori Kelly,"['is_female', 'is_actor']",Acting
Salih Bademci,"['is_male', 'is_actor']",Acting
Callie Thorne,"['is_female', 'is_actor']",Acting
John Corbett,"['is_male', 'is_actor']",Acting
Neil Gaiman,"['is_male', 'is_writer']",Writing
James Scully,"['is_male', 'is_actor']",Acting
Tony Yang,"['is_male', 'is_actor']",Acting
Cha Ji-yeon,"['is_female', 'is_actor']",Acting
Jelena Gavrilović,"['is_female', 'is_actor']",Acting
Signe Egholm Olsen,"['is_female', 'is_actor']",Acting
Donald O'Connor,"['is_male', 'is_actor']",Acting
Michael Kitchen,"['is_male', 'is_actor']",Acting
Matthew Gray Gubler,"['is_male', 'is_actor']",Acting
Jodhi May,"['is_female', 'is_actor']",Acting
Landry Allbright,"['is_female', 'is_actor']",Acting
Stepfanie Kramer,"['is_female', 'is_actor']",Acting
Ravshana Kurkova,"['is_female', 'is_actor']",Acting
Sergio Peris-Mencheta,"['is_male', 'is_actor']",Acting
Traci Wolfe,"['is_female', 'is_actor']",Acting
Bonnie Wright,"['is_female', 'is_actor']",Acting
Søren Malling,"['is_male', 'is_actor']",Acting
Emily Tennant,"['is_female', 'is_actor']",Acting
Blu Hunt,"['is_female', 'is_actor']",Acting
Martin Donovan,"['is_male', 'is_actor']",Acting
Yurina Yanagi,"['is_female', 'is_actor']",Acting
Charisma Carpenter,"['is_female', 'is_actor']",Acting
Ryu Jun-yeol,"['is_male', 'is_actor']",Acting
Adewale Akinnuoye-Agbaje,"['is_male', 'is_actor']",Acting
Vanessa Marano,"['is_female', 'is_actor']",Acting
Danny Nucci,"['is_male', 'is_actor']",Acting
Linda Purl,"['is_female', 'is_actor']",Acting
Anthony Rapp,"['is_male', 'is_actor']",Acting
Caleb Emery,"['is_male', 'is_actor']",Acting
Brandon Call,"['is_male', 'is_actor']",Acting
Kathryn Morris,"['is_female', 'is_actor']",Acting
Matthew Rhys,"['is_male', 'is_actor']",Acting
Marie-Josée Croze,"['is_female', 'is_actor']",Acting
Anna Chipovskaya,"['is_female', 'is_actor']",Acting
Amiah Miller,"['is_female', 'is_actor']",Acting
Jan Bijvoet,"['is_male', 'is_actor']",Acting
Heidi Schanz,"['is_female', 'is_actor']",Acting
Tatiana Pajković,"['is_female', 'is_actor']",Acting
Suzanna Hamilton,"['is_female', 'is_actor']",Acting
Faye Dunaway,"['is_female', 'is_actor']",Acting
Elle Macpherson,"['is_female', 'is_actor']",Acting
Kang Han-na,"['is_female', 'is_actor']",Acting
Nora-Jane Noone,"['is_female', 'is_actor']",Acting
Liam Aiken,"['is_male', 'is_actor']",Acting
Bethany Joy Lenz,"['is_female', 'is_actor']",Acting
Kellie Martin,"['is_female', 'is_actor']",Acting
Lin Xinyi,"['is_female', 'is_actor']",Acting
Catherine Reitman,"['is_female', 'is_actor']",Acting
Glenne Headly,"['is_female', 'is_actor']",Acting
Nathalie Baye,"['is_female', 'is_actor']",Acting
Ben Cross,"['is_male', 'is_actor']",Acting
David Conrad,"['is_male', 'is_actor']",Acting
Nichelle Nichols,"['is_female', 'is_actor']",Acting
Taimie Hannum,"['is_female', 'is_actor']",Acting
Kimya Gökçe Aytaç,['is_actor'],Acting
Carolina Gaitán,"['is_female', 'is_actor']",Acting
Salim Kechiouche,"['is_male', 'is_actor']",Acting
Finn Carter,"['is_female', 'is_actor']",Acting
Jonah Bobo,"['is_male', 'is_actor']",Acting
Jake Stormoen,"['is_male', 'is_actor']",Acting
David Rasche,"['is_male', 'is_actor']",Acting
